ProblemType:	SP-CARP
NumberNodes:	6255
NumberEdges:	6824
DepotNodeNumber:	2735
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	4	2.3	3.5	7	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2	Demand_3	Bins_3
3698	11875	3908	3909	206	0	0	0	0	0	0	689	4
3699	11876	3910	3911	484	0	0	0	0	0	0	0	0
3700	11877	3912	3913	928	0	0	0	0	0	0	808	5
3701	11878	3914	3915	322	0	0	0	0	0	0	162	1
3702	11879	3915	3916	479	0	0	0	0	0	0	162	1
3703	11880	3916	3917	238	0	0	0	0	0	0	485	3
3704	11881	3918	3919	1062	0	0	0	0	0	0	324	2
3705	11882	3920	3921	578	0	0	0	0	0	0	366	2
3706	11883	3922	3921	459	0	0	0	0	0	0	0	0
3707	11884	3696	3543	118	0	0	0	0	0	0	323	2
3708	11885	3923	3924	28	0	0	0	0	0	0	647	4
3709	11887	3925	3926	328	0	0	0	0	162	1	1615	10
3710	11888	3927	3928	63	0	0	0	0	0	0	485	3
3711	11889	3927	3929	47	0	0	0	0	0	0	0	0
3712	11890	3930	3931	154	0	0	0	0	0	0	0	0
3713	11891	3674	3932	57	0	0	0	0	0	0	162	1
3714	11892	3932	3933	97	0	0	0	0	0	0	910	4
3715	11893	3934	3935	51	0	0	0	0	0	0	162	1
3716	11894	3556	3936	104	0	0	0	0	0	0	969	6
3717	11895	3632	3937	99	0	0	0	0	0	0	808	5
3718	11896	3938	3939	67	0	0	0	0	0	0	1454	9
3719	11897	3556	3940	213	0	0	0	0	0	0	2100	13
3720	11898	3941	3942	811	0	0	0	0	0	0	323	2
3721	11899	3943	3944	780	0	0	0	0	0	0	0	0
3722	11900	3945	3946	24	0	0	0	0	0	0	0	0
3723	11901	3947	3948	111	0	0	0	0	162	1	646	4
3724	11902	3949	3950	337	0	0	0	0	162	1	2908	18
3725	11904	3951	3952	417	0	0	0	0	0	0	0	0
3726	11905	3952	3953	96	0	0	0	0	0	0	808	5
3727	11906	3954	3955	79	0	0	0	0	0	0	485	3
3728	11907	3955	3956	80	0	0	0	0	0	0	485	3
3729	11908	3954	3957	331	0	0	0	0	0	0	3834	24
3730	11909	3958	3954	59	0	0	0	0	0	0	256	2
3731	11910	3953	3958	93	0	0	0	0	162	1	485	3
3732	11911	3629	3634	97	0	0	0	0	0	0	604	4
3733	11912	3955	3959	329	0	0	0	0	162	1	3630	23
3734	11913	3960	3961	102	0	0	0	0	0	0	0	0
3735	11914	3946	3960	48	0	0	0	0	0	0	162	1
3736	11915	3962	3963	266	0	0	0	0	0	0	2908	18
3737	11920	3964	3965	1284	0	0	0	0	0	0	162	1
3738	11921	3966	3967	461	0	0	0	0	0	0	485	3
3739	11922	3968	3969	95	0	0	0	0	0	0	485	3
3740	11923	3970	3968	676	0	0	0	0	0	0	94	1
3741	11924	3600	3971	126	0	0	0	0	0	0	323	2
3742	11925	3972	3973	19	0	0	0	0	0	0	324	2
3743	11926	3974	3975	340	0	0	0	0	0	0	0	0
3744	11927	2812	3975	135	0	0	0	0	0	0	808	5
3745	11928	3976	3821	371	0	0	0	0	0	0	0	0
3746	11929	3977	3978	129	0	0	0	0	0	0	808	5
3747	11930	3979	3980	210	0	0	0	0	0	0	0	0
3748	11931	3981	3982	322	0	0	0	0	0	0	162	1
3749	11932	3983	3873	133	0	0	0	0	0	0	323	2
3750	11933	3984	3985	632	0	0	0	0	0	0	1429	9
3751	11934	3986	3876	479	0	0	0	0	0	0	0	0
3752	11935	3987	3988	418	0	0	0	0	0	0	0	0
3753	11936	3989	3987	422	0	0	0	0	0	0	323	2
3754	11937	3990	3991	45	0	0	0	0	0	0	204	1
3755	11938	3992	3993	12	0	0	0	0	0	0	162	1
3756	11939	3994	3995	32	0	0	0	0	0	0	485	3
3757	11940	3996	3994	125	0	0	0	0	0	0	1777	11
3758	11941	3997	3998	119	0	0	0	0	0	0	1131	7
3759	11942	3510	3711	12	0	0	0	0	0	0	0	0
3760	11944	3999	4000	540	0	0	0	0	0	0	808	5
3761	11945	3999	3894	349	0	0	0	0	0	0	0	0
3762	11948	4001	4002	313	0	0	0	0	0	0	0	0
3763	11949	3964	4003	194	0	0	0	0	0	0	0	0
3764	11950	4004	4005	389	0	0	0	0	0	0	323	2
3765	11951	4006	4007	87	0	0	0	0	0	0	0	0
3766	11952	4008	4009	18	0	0	0	0	0	0	0	0
3767	11953	4009	4010	126	0	0	0	0	0	0	0	0
3768	11954	4011	4008	72	0	0	680	2	0	0	162	1
3769	11955	4012	4013	832	0	0	0	0	0	0	1658	10
3770	11956	4013	4014	15	0	0	0	0	0	0	0	0
3771	11957	4015	3258	45	0	0	0	0	0	0	162	1
3772	11958	3258	4016	41	0	0	0	0	0	0	0	0
3773	11959	3275	4017	520	0	0	0	0	0	0	646	4
3774	11960	4018	3328	45	0	0	0	0	0	0	281	2
3775	11961	3328	2991	119	0	0	0	0	0	0	731	4
3776	11962	4019	3335	692	0	0	0	0	0	0	94	1
3777	11963	3335	3944	327	0	0	0	0	0	0	162	1
3778	11964	3295	4020	35	0	0	0	0	0	0	502	2
3779	11965	3157	4021	357	0	0	0	0	0	0	0	0
3780	11966	3157	3193	94	0	0	0	0	0	0	0	0
3781	11967	3167	3165	50	0	0	0	0	655	1	485	3
3782	11968	3165	4022	15	0	0	0	0	0	0	0	0
3783	11969	4023	3276	130	0	0	0	0	0	0	1454	9
3784	11970	3276	4024	2	0	0	0	0	0	0	0	0
3785	11971	4025	3277	127	0	0	0	0	0	0	323	2
3786	11973	4026	4027	71	0	0	0	0	0	0	323	2
3787	11974	4027	4028	871	0	0	0	0	0	0	0	0
3788	11976	3330	4029	119	0	0	0	0	0	0	578	4
3789	11977	4030	3232	7	0	0	0	0	0	0	0	0
3790	11978	3232	4031	70	0	0	0	0	0	0	255	2
3791	11980	3193	4032	78	0	0	0	0	0	0	0	0
3792	11994	4033	4034	31	0	0	0	0	0	0	0	0
3793	11996	4035	4036	26	0	0	0	0	0	0	162	1
3794	11997	4037	4038	68	0	0	0	0	0	0	0	0
3795	11999	4038	4039	17	0	0	0	0	0	0	0	0
3796	12000	4040	3030	53	0	0	0	0	0	0	0	0
3797	12001	4041	4042	25	0	0	0	0	0	0	323	2
3798	12002	4043	4044	45	0	0	0	0	0	0	162	1
3799	12003	3773	4045	428	0	0	0	0	0	0	459	2
3800	12004	4046	4047	52	0	0	0	0	0	0	0	0
3801	12006	4048	4049	47	0	0	0	0	0	0	162	1
3802	12007	4049	4050	412	0	0	0	0	0	0	442	3
3803	12008	4051	4052	74	0	0	0	0	0	0	0	0
3804	12010	4053	4054	9	0	0	0	0	0	0	0	0
3805	12011	4054	4055	194	0	0	0	0	0	0	162	1
3806	12012	4056	3462	78	0	0	0	0	0	0	0	0
3807	12020	4057	3285	108	0	0	0	0	0	0	0	0
3808	12021	4058	4059	75	0	0	0	0	0	0	204	1
3809	12022	4059	4060	5	0	0	0	0	0	0	0	0
3810	12023	3228	4061	12	0	0	0	0	0	0	0	0
3811	12024	4062	3260	36	0	0	0	0	0	0	0	0
3812	12025	3260	4063	33	0	0	0	0	0	0	162	1
3813	12026	4064	3524	43	0	0	0	0	0	0	204	1
3814	12027	3753	3191	12	0	0	0	0	0	0	0	0
3815	12028	3524	3414	30	0	0	0	0	0	0	0	0
3816	12029	4065	4066	50	0	0	0	0	0	0	0	0
3817	12030	4067	3521	36	0	0	0	0	0	0	0	0
3818	12031	3521	4065	41	0	0	0	0	0	0	0	0
3819	12032	3324	4068	190	0	0	0	0	0	0	2873	17
3820	12033	3778	3145	31	0	0	0	0	0	0	0	0
3821	12035	3006	4069	53	0	0	0	0	0	0	485	3
3822	12036	3515	3234	48	0	0	0	0	0	0	0	0
3823	12037	3234	4070	29	0	0	0	0	0	0	162	1
3824	12038	3501	3226	185	0	0	0	0	0	0	2185	13
3825	12039	3501	3246	54	0	0	0	0	0	0	544	2
3826	12040	3246	3504	19	0	0	0	0	0	0	162	1
3827	12042	3299	3327	266	0	0	0	0	0	0	969	6
3828	12043	3327	3303	49	0	0	0	0	0	0	162	1
3829	12044	3380	2806	39	0	0	0	0	0	0	323	2
3830	12045	4071	4072	37	0	0	0	0	0	0	0	0
3831	12046	4072	4073	30	0	0	0	0	0	0	204	1
3832	12047	3265	4074	175	0	0	0	0	0	0	0	0
3833	12048	3265	4075	259	0	0	0	0	0	0	0	0
3834	12050	3274	4076	328	0	0	0	0	0	0	204	1
3835	12051	4077	3274	244	0	0	0	0	0	0	0	0
3836	12052	2946	4078	129	0	0	0	0	0	0	162	1
3837	12053	2979	3827	422	0	0	0	0	0	0	0	0
3838	12054	4079	4080	31	0	0	0	0	0	0	0	0
3839	12055	4080	4081	36	0	0	0	0	0	0	162	1
3840	12056	4082	4083	1169	0	0	0	0	0	0	323	2
3841	12057	4084	3132	372	0	0	0	0	0	0	1012	6
3842	12058	3132	4085	1289	0	0	0	0	0	0	570	3
3843	12060	3131	4083	384	0	0	0	0	0	0	0	0
3844	12067	3285	4086	47	0	0	0	0	0	0	0	0
3845	12070	4087	3121	125	0	0	0	0	0	0	442	3
3846	12071	4088	3201	66	0	0	0	0	0	0	162	1
3847	12072	3201	4089	38	0	0	0	0	0	0	0	0
3848	12073	4090	3139	40	0	0	0	0	0	0	0	0
3849	12074	3139	4091	509	0	0	0	0	0	0	0	0
3850	12076	4092	3280	67	0	0	0	0	0	0	255	2
3851	12077	3280	3103	63	0	0	0	0	0	0	485	3
3852	12078	4093	3182	73	0	0	0	0	0	0	0	0
3853	12079	3182	4094	51	0	0	0	0	0	0	0	0
3854	12080	4095	4096	711	0	0	0	0	0	0	204	1
3855	12081	4096	4097	6	0	0	0	0	0	0	0	0
3856	12082	4098	4099	6	0	0	0	0	0	0	0	0
3857	12083	4099	4100	71	0	0	0	0	0	0	969	6
3858	12084	4101	4102	23	0	0	0	0	0	0	323	2
3859	12085	4102	4103	147	0	0	0	0	0	0	1088	7
3860	12086	4104	4105	3	0	0	0	0	0	0	0	0
3861	12087	4105	4106	695	0	0	0	0	0	0	323	2
3862	12088	4107	4046	56	0	0	0	0	0	0	0	0
3863	12090	4108	4109	28	0	0	0	0	0	0	162	1
3864	12091	3032	4110	192	0	0	0	0	0	0	0	0
3865	12092	4111	4112	779	0	0	0	0	0	0	689	4
3866	12093	4112	4113	5	0	0	0	0	0	0	0	0
3867	12094	3892	4114	332	0	0	0	0	0	0	485	3
3868	12095	4114	4115	398	0	0	0	0	0	0	0	0
3869	12096	4116	4117	109	0	0	0	0	0	0	0	0
3870	12098	4118	4119	72	0	0	0	0	0	0	366	2
3871	12099	4119	4120	25	0	0	0	0	0	0	0	0
3872	12100	4121	4122	53	0	0	0	0	0	0	0	0
3873	12101	4123	4124	94	0	0	0	0	0	0	1054	6
3874	12102	4118	4125	97	0	0	0	0	340	1	570	3
3875	12103	4125	4126	110	0	0	0	0	0	0	366	2
3876	12104	4086	4127	82	0	0	0	0	0	0	578	4
3877	12105	4127	4118	40	0	0	0	0	0	0	204	1
3878	12107	4128	4129	202	0	0	0	0	0	0	1454	9
3879	12108	4129	4130	35	0	0	0	0	0	0	162	1
3880	12109	4131	4132	68	0	0	0	0	0	0	162	1
3881	12110	4133	4134	34	0	0	0	0	2618	4	0	0
3882	12111	4134	4135	149	0	0	0	0	0	0	323	2
3883	12112	4130	4136	50	0	0	0	0	0	0	162	1
3884	12113	4136	4036	11	0	0	0	0	0	0	0	0
3885	12114	4087	4137	33	0	0	0	0	0	0	162	1
3886	12115	4137	4138	23	0	0	0	0	0	0	0	0
3887	12118	3085	4139	68	0	0	0	0	0	0	646	4
3888	12119	4139	4140	6	0	0	0	0	0	0	162	1
3889	12120	4141	4142	85	0	0	0	0	0	0	646	4
3890	12121	4142	3159	1099	0	0	0	0	0	0	417	3
3891	12122	3113	4111	47	0	0	0	0	0	0	0	0
3892	12123	3467	4143	480	0	0	0	0	0	0	646	4
3893	12124	4143	4144	5	0	0	0	0	0	0	0	0
3894	12125	3467	4145	88	0	0	0	0	0	0	162	1
3895	12126	4145	4146	5	0	0	0	0	0	0	0	0
3896	12127	4147	4148	1074	0	0	0	0	0	0	1216	7
3897	12128	4149	4150	52	0	0	0	0	0	0	740	5
3898	12129	4150	4151	3	0	0	0	0	0	0	0	0
3899	12130	4152	4121	52	0	0	0	0	0	0	0	0
3900	12133	4153	4154	56	0	0	0	0	0	0	204	1
3901	12134	4154	4155	64	0	0	0	0	0	0	94	1
3902	12135	4156	4157	191	0	0	0	0	0	0	0	0
3903	12137	4158	4159	112	0	0	0	0	162	1	204	1
3904	12138	4159	4048	5	0	0	0	0	0	0	0	0
3905	12139	3281	4160	42	0	0	0	0	0	0	417	3
3906	12140	4161	4162	21	0	0	0	0	0	0	162	1
3907	12141	4162	4098	8	0	0	0	0	0	0	0	0
3908	12142	4098	3080	281	0	0	0	0	0	0	0	0
3909	12144	4163	4138	30	0	0	0	0	901	2	0	0
3910	12145	4164	4165	703	0	0	0	0	0	0	0	0
3911	12147	4166	4167	121	0	0	0	0	0	0	162	1
3912	12148	4167	4168	5	0	0	0	0	0	0	0	0
3913	12150	4169	3608	22	0	0	0	0	0	0	0	0
3914	12152	4170	4171	3	0	0	0	0	0	0	0	0
3915	12153	4171	4035	90	0	0	0	0	1870	3	162	1
3916	12154	4045	4172	50	0	0	0	0	0	0	162	1
3917	12155	4172	4141	225	0	0	0	0	0	0	1216	7
3918	12156	4109	4173	26	0	0	0	0	0	0	162	1
3919	12157	4173	4153	45	0	0	0	0	0	0	323	2
3920	12159	4174	3171	208	0	0	0	0	0	0	0	0
3921	12161	4175	4176	853	0	0	0	0	0	0	162	1
3922	12162	4176	3471	67	0	0	0	0	0	0	204	1
3923	12163	4177	4178	32	0	0	0	0	0	0	485	3
3924	12164	4178	4179	11	0	0	0	0	0	0	0	0
3925	12165	4180	4181	58	0	0	0	0	0	0	0	0
3926	12166	4181	3188	88	0	0	0	0	0	0	162	1
3927	12167	2861	3218	17	0	0	0	0	0	0	162	1
3928	12168	3218	2969	76	0	0	0	0	0	0	0	0
3929	12170	3339	3341	13	0	0	0	0	0	0	0	0
3930	12171	3221	4182	6	0	0	0	0	0	0	94	1
3931	12172	4182	4183	9	0	0	0	0	0	0	94	1
3932	12173	3224	3225	36	0	0	0	0	0	0	485	3
3933	12174	3225	4184	10	0	0	0	0	0	0	366	2
3934	12175	4066	3522	24	0	0	0	0	0	0	0	0
3935	12176	3522	4185	11	0	0	0	0	0	0	0	0
3936	12177	4185	3443	39	0	0	0	0	0	0	3366	6
3937	12180	3192	3753	16	0	0	0	0	0	0	0	0
3938	12181	3844	4186	37	0	0	0	0	0	0	527	3
3939	12182	4186	4187	16	0	0	0	0	162	1	0	0
3940	12187	4189	4190	89	0	0	0	0	0	0	0	0
3941	12189	4191	4192	6	0	0	0	0	0	0	0	0
3942	12190	4192	4193	130	0	0	0	0	0	0	162	1
3943	12193	4194	4195	67	0	0	0	0	0	0	647	4
3944	12194	4195	3961	5	0	0	0	0	0	0	0	0
3945	12195	4196	4197	96	0	0	0	0	0	0	969	6
3946	12196	4197	4198	5	0	0	0	0	0	0	0	0
3947	12197	4199	4200	57	0	0	0	0	0	0	323	2
3948	12198	4200	3945	4	0	0	0	0	0	0	0	0
3949	12199	4201	4202	59	0	0	0	0	0	0	485	3
3950	12200	4202	3960	4	0	0	0	0	0	0	0	0
3951	12201	4203	4204	5	0	0	0	0	0	0	0	0
3952	12202	4204	4205	47	0	0	0	0	204	1	485	3
3953	12203	4206	4207	6	0	0	0	0	0	0	324	2
3954	12204	3540	3826	885	0	0	0	0	0	0	0	0
3955	12206	4208	3557	20	0	0	0	0	0	0	0	0
3956	12208	3630	4209	6	0	0	0	0	0	0	0	0
3957	12209	4209	4210	34	0	0	0	0	0	0	485	3
3958	12210	4211	4212	6	0	0	0	0	0	0	0	0
3959	12211	4212	3939	32	0	0	0	0	0	0	162	1
3960	12212	4213	4214	37	0	0	0	0	0	0	0	0
3961	12214	4198	3963	35	0	0	0	0	0	0	0	0
3962	12216	4208	4215	13	0	0	0	0	0	0	0	0
3963	12218	4216	4217	4	0	0	0	0	0	0	162	1
3964	12219	4218	4219	3	0	0	0	0	0	0	0	0
3965	12220	4219	4220	29	0	0	0	0	0	0	646	4
3966	12221	4024	4221	6	0	0	0	0	0	0	0	0
3967	12222	4221	4222	47	0	0	0	0	0	0	94	1
3968	12223	4223	4224	81	0	0	0	0	0	0	162	1
3969	12224	4224	4011	4	0	0	0	0	0	0	0	0
3970	12225	4225	4226	4	0	0	0	0	0	0	0	0
3971	12226	4226	4227	190	0	0	0	0	0	0	162	1
3972	12227	4228	3615	69	0	0	0	0	0	0	0	0
3973	12229	3685	4229	34	0	0	0	0	0	0	646	4
3974	12230	4065	3262	39	0	0	0	0	0	0	0	0
3975	12232	4066	4230	22	0	0	0	0	0	0	0	0
3976	12233	4230	4231	66	0	0	0	0	0	0	162	1
3977	12234	4067	2846	390	0	0	0	0	0	0	0	0
3978	12238	4232	3486	29	0	0	0	0	0	0	323	2
3979	12239	4233	4234	29	0	0	0	0	0	0	162	1
3980	12240	4234	3079	36	0	0	0	0	0	0	323	2
3981	12241	4235	4236	114	0	0	0	0	0	0	1496	9
3982	12242	4237	4238	31	0	0	0	0	0	0	323	2
3983	12243	4238	3767	12	0	0	0	0	0	0	162	1
3984	12244	4239	4240	5	0	0	0	0	0	0	0	0
3985	12245	4240	4241	121	0	0	0	0	0	0	1573	10
3986	12249	4243	4244	212	0	0	0	0	0	0	204	1
3987	12250	4244	4245	88	0	0	0	0	0	0	162	1
3988	12251	3712	4246	104	0	0	0	0	0	0	1734	11
3989	12252	4247	4248	27	0	0	0	0	0	0	323	2
3990	12253	4248	4249	22	0	0	0	0	0	0	0	0
3991	12254	3334	4250	40	0	0	0	0	0	0	162	1
3992	12255	2800	4251	10	0	0	0	0	0	0	0	0
3993	12256	4251	4233	73	0	0	0	0	0	0	323	2
3994	12257	2837	3765	4	0	0	0	0	0	0	0	0
3995	12258	3003	2838	91	0	0	0	0	0	0	3265	8
3996	12259	4252	4253	16	0	0	0	0	0	0	0	0
3997	12260	4252	3715	92	0	0	0	0	1309	2	2584	5
3998	12262	3666	4254	104	0	0	0	0	0	0	0	0
3999	12268	3694	4255	233	0	0	0	0	0	0	561	1
4000	12269	4256	3308	39	0	0	0	0	0	0	162	1
4001	12277	3356	4257	22	0	0	0	0	0	0	323	2
4002	12278	4257	3380	8	0	0	0	0	0	0	0	0
4003	12279	4258	4259	53	0	0	0	0	0	0	0	0
4004	12280	3367	4260	135	0	0	0	0	1216	2	0	0
4005	12281	4260	3578	4	0	0	0	0	0	0	0	0
4006	12286	3428	4261	74	0	0	0	0	0	0	0	0
4007	12288	3497	4262	113	0	0	0	0	0	0	1071	5
4008	12289	4262	3676	235	0	0	0	0	119	1	2312	13
4009	12290	4263	4264	7	0	0	0	0	0	0	0	0
4010	12291	4265	4266	152	0	0	0	0	0	0	2559	13
4011	12292	4266	4267	121	0	0	0	0	0	0	850	5
4012	12295	3549	4268	108	0	0	0	0	0	0	0	0
4013	12297	4269	3512	105	0	0	0	0	0	0	485	3
4014	12299	4270	4271	5	0	0	0	0	0	0	0	0
4015	12300	4271	4272	110	0	0	0	0	901	2	2193	10
4016	12301	4272	4273	22	0	0	2618	4	1122	2	0	0
4017	12302	4273	4274	51	0	0	0	0	0	0	1131	7
4018	12303	3516	4275	34	0	0	0	0	0	0	162	1
4019	12304	4275	3315	4	0	0	0	0	0	0	0	0
4020	12307	3002	3527	63	0	0	0	0	0	0	0	0
4021	12308	4276	3063	197	0	0	0	0	0	0	0	0
4022	12309	4276	4277	22	0	0	0	0	0	0	340	1
4023	12310	4278	4279	5	0	0	0	0	0	0	0	0
4024	12311	4279	3657	104	0	0	0	0	0	0	162	1
4025	12312	4280	4281	51	0	0	0	0	0	0	527	3
4026	12313	4281	4282	111	0	0	0	0	323	2	1292	8
4027	12318	4250	3224	24	0	0	0	0	0	0	0	0
4028	12320	4255	3692	81	0	0	0	0	0	0	0	0
4029	12321	3741	4284	275	0	0	0	0	0	0	0	0
4030	12326	4285	4286	10	0	0	0	0	4193	11	0	0
4031	12331	4264	4267	38	0	0	0	0	0	0	366	2
4032	12332	4267	4265	257	0	0	0	0	0	0	3077	15
4033	12336	4259	4287	31	0	0	0	0	4107	14	0	0
4034	12337	4288	3703	115	0	0	0	0	0	0	1454	9
4035	12338	3076	4289	7	0	0	0	0	0	0	0	0
4036	12339	4289	4290	65	0	0	0	0	0	0	646	4
4037	12340	3539	4291	55	0	0	0	0	0	0	0	0
4038	12342	4292	4293	6	0	0	0	0	0	0	0	0
4039	12343	4293	4294	97	0	0	0	0	0	0	162	1
4040	12344	4295	4296	137	0	0	0	0	0	0	323	2
4041	12345	4296	4297	5	0	0	0	0	0	0	0	0
4042	12348	4299	4300	6	0	0	0	0	0	0	0	0
4043	12349	4300	4301	317	0	0	0	0	0	0	162	1
4044	12350	4302	4303	5	0	0	0	0	0	0	0	0
4045	12351	4303	4304	163	0	0	0	0	0	0	808	5
4046	12352	4305	4306	4	0	0	0	0	0	0	0	0
4047	12353	4306	4307	866	0	0	0	0	0	0	162	1
4048	12354	4308	4309	6	0	0	0	0	0	0	0	0
4049	12355	4309	4071	115	0	0	0	0	119	1	204	1
4050	12356	4310	4311	307	0	0	0	0	0	0	0	0
4051	12360	4312	4313	7	0	0	0	0	0	0	0	0
4052	12361	4313	4314	308	0	0	0	0	0	0	204	1
4053	12362	4315	4316	137	0	0	0	0	0	0	1131	7
4054	12363	4316	4317	5	0	0	0	0	0	0	0	0
4055	12364	4318	4319	28	0	0	0	0	0	0	0	0
4056	12366	4320	4321	5	0	0	0	0	0	0	0	0
4057	12367	4321	4315	117	0	0	0	0	0	0	808	5
4058	12368	4322	4323	41	0	0	0	0	0	0	162	1
4059	12369	4323	4318	6	0	0	0	0	0	0	0	0
4060	12370	3624	4324	40	0	0	0	0	0	0	0	0
4061	12372	4325	3959	61	0	0	0	0	0	0	0	0
4062	12374	4326	4327	51	0	0	0	0	0	0	0	0
4063	12376	4328	4329	128	0	0	0	0	0	0	1616	10
4064	12377	4329	3628	5	0	0	0	0	0	0	0	0
4065	12378	4010	4330	5	0	0	0	0	0	0	0	0
4066	12379	4330	4331	40	0	0	0	0	0	0	324	2
4067	12380	4332	4333	5	0	0	0	0	0	0	0	0
4068	12381	4333	4334	85	0	0	0	0	0	0	927	6
4069	12382	4335	4336	59	0	0	0	0	0	0	162	1
4070	12383	4336	4337	8	0	0	0	0	0	0	0	0
4071	12384	3163	4338	97	0	0	0	0	0	0	162	1
4072	12385	4339	4340	270	0	0	0	0	0	0	323	2
4073	12386	4341	4342	369	0	0	0	0	0	0	162	1
4074	12387	4342	4343	7	0	0	0	0	0	0	0	0
4075	12388	4344	3149	139	0	0	0	0	0	0	1496	9
4076	12389	3149	4345	3	0	0	0	0	0	0	0	0
4077	12390	3833	3375	373	0	0	0	0	0	0	0	0
4078	12391	3375	4346	525	0	0	0	0	0	0	502	2
4079	12394	3153	4344	57	0	0	0	0	0	0	944	6
4080	12395	4349	4350	22	0	0	0	0	0	0	0	0
4081	12396	4350	4351	168	0	0	0	0	0	0	2049	12
4082	12397	4352	4353	68	0	0	0	0	0	0	646	4
4083	12398	4353	4354	41	0	0	0	0	0	0	162	1
4084	12399	4355	4356	163	0	0	0	0	0	0	162	1
4085	12400	4356	4357	82	0	0	0	0	0	0	0	0
4086	12402	4358	2964	6	0	0	0	0	0	0	0	0
4087	12403	4359	4360	247	0	0	0	0	0	0	0	0
4088	12404	4360	4361	711	0	0	0	0	0	0	0	0
4089	12407	3336	3387	205	0	0	0	0	0	0	0	0
4090	12411	4362	4363	263	0	0	0	0	0	0	0	0
4091	12412	4364	2857	88	0	0	0	0	0	0	162	1
4092	12414	3493	4365	43	0	0	0	0	0	0	204	1
4093	12415	4365	3087	41	0	0	0	0	0	0	323	2
4094	12416	3905	3133	19	0	0	0	0	0	0	0	0
4095	12417	3133	3194	77	0	0	0	0	0	0	0	0
4096	12418	4301	3378	352	0	0	0	0	0	0	0	0
4097	12419	3119	4366	857	0	0	0	0	0	0	1964	3
4098	12420	3922	3332	105	0	0	0	0	0	0	0	0
4099	12421	3332	4367	1705	0	0	0	0	0	0	731	4
4100	12422	4016	3155	811	0	0	0	0	0	0	1122	6
4101	12423	3155	4368	41	0	0	0	0	0	0	0	0
4102	12424	4369	3106	61	0	0	0	0	0	0	570	3
4103	12425	4370	3141	34	0	0	0	0	0	0	0	0
4104	12426	3141	4371	107	0	0	0	0	0	0	0	0
4105	12427	3406	3404	45	0	0	0	0	0	0	0	0
4106	12428	3404	3412	162	0	0	0	0	0	0	0	0
4107	12429	4372	4373	36	0	0	0	0	0	0	323	2
4108	12430	4373	4374	35	0	0	0	0	0	0	162	1
4109	12432	4375	4376	44	0	0	0	0	0	0	1122	2
4110	12433	3702	3704	327	0	0	0	0	0	0	0	0
4111	12434	3704	4299	458	0	0	0	0	0	0	0	0
4112	12435	4377	3135	246	0	0	0	0	0	0	119	1
4113	12436	3135	4378	188	0	0	0	0	0	0	646	4
4114	12439	3283	4380	329	0	0	0	0	0	0	0	0
4115	12442	3794	4381	165	0	0	0	0	0	0	162	1
4116	12443	3128	3989	178	0	0	0	0	0	0	0	0
4117	12444	3128	4382	262	0	0	0	0	0	0	0	0
4118	12445	4340	4383	5	0	0	0	0	0	0	0	0
4119	12446	4383	4180	438	0	0	0	0	0	0	0	0
4120	12447	3163	4384	40	0	0	0	0	0	0	323	2
4121	12448	3195	4385	296	0	0	0	0	0	0	204	1
4122	12449	4348	4386	80	0	0	0	0	0	0	1683	3
4123	12451	4387	3339	17	0	0	0	0	0	0	323	2
4124	12452	4360	4358	445	0	0	0	0	0	0	0	0
4125	12453	4388	4350	35	0	0	0	0	0	0	323	2
4126	12454	4353	4389	35	0	0	0	0	162	1	366	2
4127	12455	3152	3150	109	0	0	0	0	0	0	204	1
4128	12456	3122	4390	79	0	0	0	0	0	0	969	6
4129	12457	4391	4392	48	0	0	0	0	0	0	808	5
4130	12459	4393	3170	9	0	0	0	0	0	0	162	1
4131	12460	4376	4394	42	0	0	0	0	0	0	162	1
4132	12461	4395	4396	32	0	0	0	0	0	0	0	0
4133	12462	4396	4397	57	0	0	0	0	0	0	910	4
4134	12463	4396	4398	60	0	0	0	0	0	0	204	1
4135	12464	4398	4399	80	0	0	0	0	0	0	1411	6
4136	12465	4398	4400	58	0	0	0	0	0	0	0	0
4137	12466	4400	4401	114	0	0	0	0	0	0	935	5
4138	12467	3283	4402	250	0	0	0	0	0	0	0	0
4139	12468	4403	3197	3	0	0	0	0	0	0	0	0
4140	12469	3197	3389	9	0	0	0	0	0	0	0	0
4141	12470	3214	3198	13	0	0	0	0	0	0	0	0
4142	12471	3198	4404	49	0	0	0	0	340	1	162	1
4143	12472	3397	3346	106	0	0	0	0	0	0	1080	6
4144	12473	3912	3374	392	0	0	0	0	0	0	0	0
4145	12474	3374	4405	174	0	0	0	0	0	0	0	0
4146	12476	3373	4406	195	0	0	0	0	119	1	162	1
4147	12477	3991	4407	124	0	0	0	0	0	0	485	3
4148	12478	4407	3695	168	0	0	0	0	0	0	646	4
4149	12486	3013	3717	58	0	0	0	0	0	0	459	3
4150	12487	3015	4409	73	0	0	0	0	1216	2	162	1
4151	12488	4410	4411	64	0	0	0	0	0	0	689	4
4152	12489	4411	4412	248	0	0	0	0	0	0	1284	3
4153	12490	4413	4411	29	0	0	0	0	0	0	323	2
4154	12491	4312	4189	70	0	0	0	0	0	0	0	0
